,Candidate,Constituency,Criminal Case,Education,Assets,Liabilities,Party,Total Assets,Male,Serious Criminal Case,Crorepati,Graduate or Above
172,Kishor Khimabhai Chavada,DWARKA,2,5th Pass,231000.0, 33000,IND,"Rs 2,31,000 ~ 2 Lacs+",1,1,0,0
173,Devendra Fogabha Manek,DWARKA,0,8th Pass,290578.0, 31227,IND,"Rs 2,90,578 ~ 2 Lacs+",1,0,0,0
174,Parmani Kishankumar Himantlal,DWARKA,3,8th Pass,348500.0, 67000,Garvi Gujarat Party,"Rs 3,48,500 ~ 3 Lacs+",1,0,0,0
175,Bhagvanji H. Thobhani,DWARKA,1,8th Pass,497500.0, 131000,IND,"Rs 4,97,500 ~ 4 Lacs+",1,0,0,0
176,Hamir Dadu Der,DWARKA,0,5th Pass,545000.0, 20000,SP,"Rs 5,45,000 ~ 5 Lacs+",1,0,0,0
177,Hathal Chandrasinh Sadurbha,DWARKA,0,5th Pass,575000.0, 0,BSP,"Rs 5,75,000 ~ 5 Lacs+",1,0,0,0
178,Ghediya Amit Jagdishbhai,DWARKA,0,Graduate Professional,628000.0, 0,IND,"Rs 6,28,000 ~ 6 Lacs+",1,0,0,1
179,Lakhmanbhai Boghabhai Nakum,DWARKA,0,10th Pass,1215010.0, 0,AAP,"Rs 12,15,010 ~ 12 Lacs+",1,0,0,0
180,Nagash Karashanbhai Jeshabhai,DWARKA,0,10th Pass,2452600.0, 1300000,IND,"Rs 24,52,600 ~ 24 Lacs+",1,0,0,0
181,Asharafmiya Sidikmiya Kadri,DWARKA,0,Graduate Professional,3247887.0, 400000,IND,"Rs 32,47,887 ~ 32 Lacs+",1,0,0,1
182,Madam Nathabhai Fogabhai,DWARKA,0,10th Pass,6991490.0, 500000,Gujarat Nav Nirman Sena,"Rs 69,91,490 ~ 69 Lacs+",1,0,0,0
183,Ahir Mulubhai Ranmalbhai Kandoriya,DWARKA,0,Graduate,886050489.0, 113252947,INC,"Rs 88,60,50,489 ~ 88 Crore+",1,0,1,1
184,Pabubha Virambha Manek,DWARKA,0,Literate,1155897789.0, 17486700,BJP,"Rs 1,15,58,97,789 ~ 115 Crore+",1,0,1,0
185,Solanki Babubhai Khimjibhai,GADHADA (SC),0,5th Pass,968100.0, 0,BSP,"Rs 9,68,100 ~ 9 Lacs+",1,0,0,0
186,Jagdishkumar Motilal Chavda,GADHADA (SC),3,12th Pass,3050008.0, 600000,INC,"Rs 30,50,008 ~ 30 Lacs+",1,1,0,0
187,Rajeshbhai Polabhai Parmar,GADHADA (SC),0,Literate,7080000.0, 140000,Bhartiya Tribal Party,"Rs 70,80,000 ~ 70 Lacs+",1,0,0,0
188,Parmar Rameshbhai Parbhubhai,GADHADA (SC),0,Graduate,24572410.0, 0,AAP,"Rs 2,45,72,410 ~ 2 Crore+",1,0,1,1
189,Mahant Shambhunath Tundiya,GADHADA (SC),0,Graduate,48086662.0, 119600,BJP,"Rs 4,80,86,662 ~ 4 Crore+",1,0,1,1
190,Pankajbhai Lallubhai Patel,GANDEVI (ST),0,10th Pass,1874040.0, 455000,AAP,"Rs 18,74,040 ~ 18 Lacs+",1,0,0,0
191,Ashokbhai Lallubhai Patel (Karate),GANDEVI (ST),0,10th Pass,4417662.0, 1125000,INC,"Rs 44,17,662 ~ 44 Lacs+",1,0,0,0
192,Nareshbhai Maganbhai Patel,GANDEVI (ST),0,10th Pass,38117827.0, 3731260,BJP,"Rs 3,81,17,827 ~ 3 Crore+",1,0,1,0
193,Sondarva Jignasha Maheshbhai,GANDHIDHAM (SC),0,8th Pass,7000.0, 0,IND,"Rs 7,000 ~ 7 Thou+",0,0,0,0
194,Arvind Ashok Sanghela,GANDHIDHAM (SC),0,Others,22000.0, 0,Gujarat Sarva Samaj Party,"Rs 22,000 ~ 22 Thou+",1,0,0,0
195,Maheshwari Vanita Dahyalal,GANDHIDHAM (SC),0,Graduate Professional,23500.0, 0,Sanyukt Vikas Party,"Rs 23,500 ~ 23 Thou+",0,0,0,1
196,Samirbhai Jumabhai Maheshwari,GANDHIDHAM (SC),0,5th Pass,244327.0, 0,IND,"Rs 2,44,327 ~ 2 Lacs+",1,0,0,0
197,Laljibhai Karabhai Baliya,GANDHIDHAM (SC),1,Literate,258276.0, 70000,SP,"Rs 2,58,276 ~ 2 Lacs+",1,1,0,0
198,Maurya K. D.,GANDHIDHAM (SC),0,10th Pass,425000.0, 0,BSP,"Rs 4,25,000 ~ 4 Lacs+",1,0,0,0
199,Malti Kishor Maheshwari,GANDHIDHAM (SC),0,Graduate,5021150.0, 530090,BJP,"Rs 50,21,150 ~ 50 Lacs+",0,0,0,1
200,Budhabhai Thavar Maheshwari,GANDHIDHAM (SC),0,Graduate Professional,9408642.0, 0,AAP,"Rs 94,08,642 ~ 94 Lacs+",1,0,0,1
201,Bharatbhai Veljibhai Solanki,GANDHIDHAM (SC),0,8th Pass,15213397.0, 9565148,INC,"Rs 1,52,13,397 ~ 1 Crore+",1,0,1,0
202,Sonrat Lakhubhai Jethsurbhai,GARIADHAR,0,Post Graduate,18321.0, 0,Rashtriya Power Party,"Rs 18,321 ~ 18 Thou+",1,0,0,1
203,Rahulbhai Viththalbhai Raval,GARIADHAR,0,10th Pass,26959.0, 0,IND,"Rs 26,959 ~ 26 Thou+",1,0,0,0
204,Chavada Ghanshyambhai Ashokbhai,GARIADHAR,0,10th Pass,55000.0, 37493,Rashtriya Hind Ekta Dal,"Rs 55,000 ~ 55 Thou+",1,0,0,0
205,Kantariya Kishorbhai Paljibhai,GARIADHAR,0,Graduate,58000.0, 3400,BSP,"Rs 58,000 ~ 58 Thou+",1,0,0,1
206,Bambhaniya Vallabhbhai Ratnabhai,GARIADHAR,0,5th Pass,92500.0, 0,IND,"Rs 92,500 ~ 92 Thou+",1,0,0,0
207,Gauswami Piyushgiri Hasmukhgiri,GARIADHAR,0,12th Pass,175500.0, 0,IND,"Rs 1,75,500 ~ 1 Lacs+",1,0,0,0
208,Bhupatabhai Mohanbhai Vala,GARIADHAR,0,Literate,535000.0, 0,Right to Recall Party,"Rs 5,35,000 ~ 5 Lacs+",1,0,0,0
209,Sudhirbhai Vaghani,GARIADHAR,0,8th Pass,1903940.0, 0,AAP,"Rs 19,03,940 ~ 19 Lacs+",1,0,0,0
210,Chavada Divyeshbhai Manubhai,GARIADHAR,1,Graduate Professional,14387131.0, 2796704,INC,"Rs 1,43,87,131 ~ 1 Crore+",1,1,1,1
211,Nakrani Keshubhai Hirjibhai,GARIADHAR,0,10th Pass,18825469.0, 1000000,BJP,"Rs 1,88,25,469 ~ 1 Crore+",1,0,1,0
212,Mukesh Dholumal Vardhani,GONDAL,0,Graduate Professional,1625400.0, 0,IND,"Rs 16,25,400 ~ 16 Lacs+",1,0,0,1
213,Nimishaben Khunt,GONDAL,0,Graduate Professional,1703166.0, 0,AAP,"Rs 17,03,166 ~ 17 Lacs+",0,0,0,1
214,Desai Yatish Govindlal,GONDAL,0,Graduate Professional,33039609.0, 6500000,INC,"Rs 3,30,39,609 ~ 3 Crore+",1,0,1,1
215,Geetaba Jayrajsinh Jadeja,GONDAL,0,10th Pass,41484633.0, 750000,BJP,"Rs 4,14,84,633 ~ 4 Crore+",0,0,1,0
216,Nausrka Mahammad Shaukatali,JALALPORE,2,5th Pass,258007.0, 0,SDPI,"Rs 2,58,007 ~ 2 Lacs+",1,1,0,0
217,Pradipkumar,JALALPORE,1,Post Graduate,4901000.0, 4075583,AAP,"Rs 49,01,000 ~ 49 Lacs+",1,1,0,1
218,R.C.Patel,JALALPORE,0,10th Pass,34488225.0, 7856310,BJP,"Rs 3,44,88,225 ~ 3 Crore+",1,0,1,0
219,Ranjit Panchal (Munnabhai),JALALPORE,0,10th Pass,532111096.0, 10561131,INC,"Rs 53,21,11,096 ~ 53 Crore+",1,0,1,0
220,Sureshbhai Dahyabhai Parmar,JAMBUSAR,0,8th Pass,10000.0, 0,IND,"Rs 10,000 ~ 10 Thou+",1,0,0,0
221,Jambu Pramodbhai Bhagubhai,JAMBUSAR,0,8th Pass,310600.0, 0,Bahujan Republican Socialist Party,"Rs 3,10,600 ~ 3 Lacs+",1,0,0,0
222,Sajidkhan Husenmahammadkhan Rehan,JAMBUSAR,1,Post Graduate,3533180.0, 0,AAP,"Rs 35,33,180 ~ 35 Lacs+",1,1,0,1
223,Manilal Bhogilal Pandya,JAMBUSAR,0,Graduate,6692099.0, 260000,Bhartiya Tribal Party,"Rs 66,92,099 ~ 66 Lacs+",1,0,0,1
224,Devkishordasji Bhaktisvarupdasji Swami,JAMBUSAR,0,Post Graduate,9999593.0, 7170000,BJP,"Rs 99,99,593 ~ 99 Lacs+",1,0,0,1
225,Ismail Ahmad Patel,JAMBUSAR,5,10th Pass,12184062.0, 0,IND,"Rs 1,21,84,062 ~ 1 Crore+",1,1,1,0
226,Sanjaybhai Jesangbhai Solanki,JAMBUSAR,0,Graduate,23099731.0, 450000,INC,"Rs 2,30,99,731 ~ 2 Crore+",1,0,1,1
227,Ambalal Manjibhai Vavecha,JAMJODHPUR,0,12th Pass,55150.0, 0,IND,"Rs 55,150 ~ 55 Thou+",1,0,0,0
228,Juneja Sabbirbhai Ibrahimbhai,JAMJODHPUR,0,Literate,62000.0, 0,SP,"Rs 62,000 ~ 62 Thou+",1,0,0,0
229,Joshi Amit Babubhai,JAMJODHPUR,0,10th Pass,367000.0, 0,IND,"Rs 3,67,000 ~ 3 Lacs+",1,0,0,0
230,Pravinbhai Vallabhbhai Patel,JAMJODHPUR,0,5th Pass,1120000.0, 0,IND,"Rs 11,20,000 ~ 11 Lacs+",1,0,0,0
231,Basirbhai Sidikbhai Sama,JAMJODHPUR,0,5th Pass,1205700.0, 673100,IND,"Rs 12,05,700 ~ 12 Lacs+",1,0,0,0
232,Abu Umar Shida,JAMJODHPUR,0,10th Pass,1547535.0, 0,IND,"Rs 15,47,535 ~ 15 Lacs+",1,0,0,0
233,Ahir Hemantbhai Hardasbhai,JAMJODHPUR,0,10th Pass,26347474.0, 1490155,AAP,"Rs 2,63,47,474 ~ 2 Crore+",1,0,1,0
234,Kalaria Chiragbhai Rameshbhai,JAMJODHPUR,0,Graduate,60413284.0, 5882071,INC,"Rs 6,04,13,284 ~ 6 Crore+",1,0,1,1
235,Chimanbhai Sapariya,JAMJODHPUR,0,Graduate,79122651.0, 97551503,BJP,"Rs 7,91,22,651 ~ 7 Crore+",1,0,1,1
236,Miya Aamin Rahimbhai,JAMNAGAR NORTH,0,5th Pass,21000.0, 0,IND,"Rs 21,000 ~ 21 Thou+",1,0,0,0
237,Malek Aadil Rasidbhai,JAMNAGAR NORTH,0,10th Pass,31000.0, 0,IND,"Rs 31,000 ~ 31 Thou+",1,0,0,0
238,Ker Rahim Osmanbhai,JAMNAGAR NORTH,0,Illiterate,42000.0, 0,IND,"Rs 42,000 ~ 42 Thou+",1,0,0,0
239,Jahid Aavadbhai Jami,JAMNAGAR NORTH,1,Graduate,54000.0, 0,IND,"Rs 54,000 ~ 54 Thou+",1,0,0,1
240,Chavda Ashok Nathabhai,JAMNAGAR NORTH,0,8th Pass,61000.0, 0,IND,"Rs 61,000 ~ 61 Thou+",1,0,0,0
241,Hinaben Depabhai Makwana,JAMNAGAR NORTH,0,5th Pass,126000.0, 14120,IND,"Rs 1,26,000 ~ 1 Lacs+",0,0,0,0
242,Anvar Daud Kakal,JAMNAGAR NORTH,0,Literate,500000.0, 0,IND,"Rs 5,00,000 ~ 5 Lacs+",1,0,0,0
243,Advocate Jagdish Manshibhai Gadhavi,JAMNAGAR NORTH,0,Graduate Professional,3820000.0, 2700000,BSP,"Rs 38,20,000 ~ 38 Lacs+",1,0,0,1
244,Bipendrasinh Chatursinh Jadeja,JAMNAGAR NORTH,0,Graduate Professional,17194887.0, 0,INC,"Rs 1,71,94,887 ~ 1 Crore+",1,0,1,1
245,Karshanbhai Karmur (Ahir Karshanbhai Parbatbhai Karmur),JAMNAGAR NORTH,0,5th Pass,21262362.0, 5368625,AAP,"Rs 2,12,62,362 ~ 2 Crore+",1,0,1,0
246,Rivasinh Hardevsinh Solanki (Rivaba Ravindrasinh Jadeja),JAMNAGAR NORTH,0,10th Pass,973559222.0, 0,BJP,"Rs 97,35,59,222 ~ 97 Crore+",0,0,1,0
247,Bhuralal Meghajibhai Parmar,JAMNAGAR RURAL,0,10th Pass,265000.0, 0,IND,"Rs 2,65,000 ~ 2 Lacs+",1,0,0,0
248,Chandra Dharmendra Dhirajlal,JAMNAGAR RURAL,0,8th Pass,1153000.0, 160000,IND,"Rs 11,53,000 ~ 11 Lacs+",1,0,0,0
249,Kasam Nurmamad Khafi,JAMNAGAR RURAL,0,10th Pass,10236190.0, 98000,BSP,"Rs 1,02,36,190 ~ 1 Crore+",1,0,1,0
250,Patel Raghavjibhai Hansrajbhai,JAMNAGAR RURAL,1,Graduate Professional,39980419.0, 2528068,BJP,"Rs 3,99,80,419 ~ 3 Crore+",1,0,1,1
251,Prakash Dhirubhai Donga,JAMNAGAR RURAL,0,Graduate Professional,44676186.0, 18682596,AAP,"Rs 4,46,76,186 ~ 4 Crore+",1,0,1,1
252,Ahir Jivanbhai K. Kumbharvadiya,JAMNAGAR RURAL,1,Graduate,68969240.0, 13155322,INC,"Rs 6,89,69,240 ~ 6 Crore+",1,1,1,1
253,Chauhan Bharatbhai Mohanbhai,JAMNAGAR SOUTH,0,Graduate Professional,55000.0, 0,IND,"Rs 55,000 ~ 55 Thou+",1,0,0,1
254,Kadari Mahmad Hushen Aarifmiya,JAMNAGAR SOUTH,0,12th Pass,81854.0, 100000,IND,"Rs 81,854 ~ 81 Thou+",1,0,0,0
255,Alimamad Ishak Palani,JAMNAGAR SOUTH,0,5th Pass,108500.0, 0,IND,"Rs 1,08,500 ~ 1 Lacs+",1,0,0,0
256,Jitesh Babubhai Rathod,JAMNAGAR SOUTH,0,10th Pass,193000.0, 0,IND,"Rs 1,93,000 ~ 1 Lacs+",1,0,0,0
257,Abjal Mamadbhai Bhaya,JAMNAGAR SOUTH,4,8th Pass,261098.0, 112000,IND,"Rs 2,61,098 ~ 2 Lacs+",1,1,0,0
258,Kamleshkumar Jentilal Hirpara,JAMNAGAR SOUTH,0,10th Pass,384700.0, 297000,Bharatiya National Janta Dal,"Rs 3,84,700 ~ 3 Lacs+",1,0,0,0
259,Pattani Chandrakant Mohanlal,JAMNAGAR SOUTH,1,10th Pass,1190000.0, 0,IND,"Rs 11,90,000 ~ 11 Lacs+",1,0,0,0
260,Chauhan Juned Abdul Rajak,JAMNAGAR SOUTH,9,8th Pass,2273500.0, 1831593,IND,"Rs 22,73,500 ~ 22 Lacs+",1,1,0,0
261,Parmar Arjunbhai Karshanbhai,JAMNAGAR SOUTH,0,5th Pass,2475875.0, 0,IND,"Rs 24,75,875 ~ 24 Lacs+",1,0,0,0
262,Makuben Kishorbhai Rathod (Meenaben),JAMNAGAR SOUTH,0,8th Pass,2897500.0, 150000,BSP,"Rs 28,97,500 ~ 28 Lacs+",0,0,0,0
263,Vishal Rajbal Tyagi,JAMNAGAR SOUTH,0,12th Pass,3219117.0, 3684263,AAP,"Rs 32,19,117 ~ 32 Lacs+",1,0,0,0
264,Gohel Mukesh Vajubhai,JAMNAGAR SOUTH,0,Graduate,7815000.0, 0,Gujarat Nav Nirman Sena,"Rs 78,15,000 ~ 78 Lacs+",1,0,0,1
265,Akbari Divyeshbhai Ranchhodbhai,JAMNAGAR SOUTH,0,12th Pass,29846873.0, 14817413,BJP,"Rs 2,98,46,873 ~ 2 Crore+",1,0,1,0
266,Kathiriya Manojbhai Gordhanbhai,JAMNAGAR SOUTH,0,8th Pass,190736467.0, 17056686,INC,"Rs 19,07,36,467 ~ 19 Crore+",1,0,1,0
267,Ramaben Prakashbhai Gorasva,JASDAN,0,Literate,142000.0, 0,IND,"Rs 1,42,000 ~ 1 Lacs+",0,0,0,0
268,Shamjibhai Ambabhai Dangar (Koli),JASDAN,0,10th Pass,5951500.0, 50000,Rashtriya Hind Ekta Dal,"Rs 59,51,500 ~ 59 Lacs+",1,0,0,0
269,Devrajbhai Mashrubhai Makvana,JASDAN,1,12th Pass,6259000.0, 1000000,IND,"Rs 62,59,000 ~ 62 Lacs+",1,1,0,0
270,Kunvarjibhai Mohanbhai Bavaliya,JASDAN,0,Graduate Professional,24413639.0, 0,BJP,"Rs 2,44,13,639 ~ 2 Crore+",1,0,1,1
271,Bholabhai Bhikhabhai Gohel,JASDAN,0,Others,30160000.0, 500000,INC,"Rs 3,01,60,000 ~ 3 Crore+",1,0,1,0
272,Tejasbhai Bhikhabhai Gajipara,JASDAN,0,12th Pass,35749471.0, 5861749,AAP,"Rs 3,57,49,471 ~ 3 Crore+",1,0,1,0
273,Alpeshkumar V. Vadoliya,JETPUR,0,Graduate,34200.0, 0,Right to Recall Party,"Rs 34,200 ~ 34 Thou+",1,0,0,1
274,Chavda Bharatkumar Nanjibhai,JETPUR,0,8th Pass,460000.0, 0,IND,"Rs 4,60,000 ~ 4 Lacs+",1,0,0,0
275,Rohitbhai Vinubhai Bhuva,JETPUR,0,8th Pass,801334.0, 1635000,AAP,"Rs 8,01,334 ~ 8 Lacs+",1,0,0,0
276,Boricha Devshibhai Kumbhabhai,JETPUR,0,8th Pass,3123357.0, 300000,BSP,"Rs 31,23,357 ~ 31 Lacs+",1,0,0,0
277,Jayendrasinh Govubha Chauhan,JETPUR,1,12th Pass,5417000.0, 0,IND,"Rs 54,17,000 ~ 54 Lacs+",1,0,0,0
278,Deepakbhai Keshavlal Vekariya (D.K. Vekariya),JETPUR,0,12th Pass,7992224.0, 0,INC,"Rs 79,92,224 ~ 79 Lacs+",1,0,0,0
279,Rajubhai Arjanbhai Sarvaiya,JETPUR,1,10th Pass,8879272.0, 2015963,SP,"Rs 88,79,272 ~ 88 Lacs+",1,0,0,0
280,Jayeshbhai Vitthalbhai Radadiya,JETPUR,0,12th Pass,331944084.0, 183243263,BJP,"Rs 33,19,44,084 ~ 33 Crore+",1,0,1,0
281,Vasava Ranjitsinh Ganpatsinh,JHAGADIA (ST),0,12th Pass,250000.0, 0,IND,"Rs 2,50,000 ~ 2 Lacs+",1,0,0,0
282,Urmilaben Mukeshbhai Bhagat,JHAGADIA (ST),0,Graduate Professional,8075356.0, 1086000,AAP,"Rs 80,75,356 ~ 80 Lacs+",0,0,0,1
283,Fatesingbhai Chimanbhai Vasava,JHAGADIA (ST),12,5th Pass,14734253.0, 3500000,INC,"Rs 1,47,34,253 ~ 1 Crore+",1,1,1,0
284,Vasava Chhotubhai Amarsinh,JHAGADIA (ST),0,10th Pass,17435000.0, 0,IND,"Rs 1,74,35,000 ~ 1 Crore+",1,0,1,0
285,Riteshkumar Ramanbhai Vasava,JHAGADIA (ST),0,8th Pass,20417879.0, 3000000,BJP,"Rs 2,04,17,879 ~ 2 Crore+",1,0,1,0
286,Mamtaben Jayantilal Botvadiya,JUNAGADH,0,Graduate,62500.0, 0,IND,"Rs 62,500 ~ 62 Thou+",0,0,0,1
287,Mayurbhai Harilal Ranva,JUNAGADH,0,8th Pass,610000.0, 25000,BSP,"Rs 6,10,000 ~ 6 Lacs+",1,0,0,0
288,Chetankumar Harsukhbhai Gajera,JUNAGADH,0,12th Pass,868918.0, 147882,AAP,"Rs 8,68,918 ~ 8 Lacs+",1,0,0,0
289,Haresh Manubhai Sardhara,JUNAGADH,0,Graduate,1976516.0, 0,IND,"Rs 19,76,516 ~ 19 Lacs+",1,0,0,1
290,Shashikant Karshanbhai Ravat,JUNAGADH,0,8th Pass,2381777.0, 900000,IND,"Rs 23,81,777 ~ 23 Lacs+",1,0,0,0
291,Ghanshyamkumar Himantbhai Mashru,JUNAGADH,0,8th Pass,3230861.0, 0,IND,"Rs 32,30,861 ~ 32 Lacs+",1,0,0,0
292,Gorfad Dilipkumar Ranchhodbhai,JUNAGADH,0,12th Pass,4345595.0, 400000,Bhartiya Jan Parishad,"Rs 43,45,595 ~ 43 Lacs+",1,0,0,0
293,Joshi Bhikhabhai Galabhai,JUNAGADH,2,10th Pass,12368868.0, 365400,INC,"Rs 1,23,68,868 ~ 1 Crore+",1,1,1,0
294,Sanjay Sukhabhai Koradia,JUNAGADH,0,12th Pass,184072178.0, 23594927,BJP,"Rs 18,40,72,178 ~ 18 Crore+",1,0,1,0
295,Chauhan Pravinbhai Danabhai,KALAVAD (SC),0,5th Pass,159500.0, 0,IND,"Rs 1,59,500 ~ 1 Lacs+",1,0,0,0
296,Chouhan Mahendra Dineshbhai,KALAVAD (SC),0,8th Pass,508700.0, 251000,BSP,"Rs 5,08,700 ~ 5 Lacs+",1,0,0,0
297,Pravin Narashibhai Musadiya,KALAVAD (SC),0,Graduate Professional,5546900.0, 227902,INC,"Rs 55,46,900 ~ 55 Lacs+",1,0,0,1
298,Dr. Jignesh Solanki,KALAVAD (SC),0,Graduate Professional,7834599.0, 1397840,AAP,"Rs 78,34,599 ~ 78 Lacs+",1,0,0,1
299,Chavda Meghjibhai Amarabhai,KALAVAD (SC),0,Graduate,15629762.0, 3379200,BJP,"Rs 1,56,29,762 ~ 1 Crore+",1,0,1,1
300,Hemendrasinh Rathod,KAMREJ,0,10th Pass,60000.0, 0,Bhartiya Tribal Party,"Rs 60,000 ~ 60 Thou+",1,0,0,0
301,Arunbhai Dhanjibhai Sakariya,KAMREJ,0,Graduate,145890.0, 130537,BSP,"Rs 1,45,890 ~ 1 Lacs+",1,0,0,1
302,Khushwah Sumanben Raveebhai,KAMREJ,1,8th Pass,529000.0, 0,Sardar Vallabhbhai Patel Party,"Rs 5,29,000 ~ 5 Lacs+",0,1,0,0
303,Viradiya Piyush Hasmukhbhai,KAMREJ,0,Graduate Professional,737709.0, 0,IND,"Rs 7,37,709 ~ 7 Lacs+",1,0,0,1
304,Dr. Dineshbhai Chhaganbhai Dhameliya,KAMREJ,0,Graduate Professional,15645622.0, 3615514,Real Democracy Party,"Rs 1,56,45,622 ~ 1 Crore+",1,0,1,1
305,Ram Dhaduk,KAMREJ,4,Graduate Professional,16438277.0, 4514601,AAP,"Rs 1,64,38,277 ~ 1 Crore+",1,0,1,1
306,Nilesh Kumbhani,KAMREJ,4,12th Pass,40778834.0, 24804260,INC,"Rs 4,07,78,834 ~ 4 Crore+",1,1,1,0
307,Praful Pansheriya,KAMREJ,0,Graduate,196975964.0, 21066008,BJP,"Rs 19,69,75,964 ~ 19 Crore+",1,0,1,1
308,Jayendrabhai Laxmanbhai Ganvit,KAPRADA (ST),0,Graduate,51000.0, 0,AAP,"Rs 51,000 ~ 51 Thou+",1,0,0,1
309,Gurav Kamleshbhai Shravanbhai,KAPRADA (ST),0,8th Pass,199256.0, 0,CPI(ML)(L),"Rs 1,99,256 ~ 1 Lacs+",1,0,0,0
310,Gaurangkumar Rameshbhai Patel,KAPRADA (ST),0,12th Pass,250000.0, 0,IND,"Rs 2,50,000 ~ 2 Lacs+",1,0,0,0
311,Vaichandbhai Lallubhai Patel,KAPRADA (ST),0,Post Graduate,462383.0, 0,BSP,"Rs 4,62,383 ~ 4 Lacs+",1,0,0,1
312,Subhashbhai Radkabhai Patel,KAPRADA (ST),0,10th Pass,3378000.0, 700000,Rashtriya Samaj Paksha,"Rs 33,78,000 ~ 33 Lacs+",1,0,0,0
313,Vasantbhai Barjulbhai Patel,KAPRADA (ST),2,Graduate Professional,13913960.0, 2803100,INC,"Rs 1,39,13,960 ~ 1 Crore+",1,1,1,1
314,Jitubhai Harjibhai Chaudhari,KAPRADA (ST),1,8th Pass,19335482.0, 457000,BJP,"Rs 1,93,35,482 ~ 1 Crore+",1,1,1,0
315,Anwar Hamid Shaikh,KARANJ,0,5th Pass,52000.0, 0,IND,"Rs 52,000 ~ 52 Thou+",1,0,0,0
316,Ladumor Maheshbhai Kababhai (Ahir),KARANJ,0,Graduate,83100.0, 0,Right to Recall Party,"Rs 83,100 ~ 83 Thou+",1,0,0,1
317,Arunbhai Mansukhlal Parmar,KARANJ,1,8th Pass,300000.0, 0,IND,"Rs 3,00,000 ~ 3 Lacs+",1,1,0,0
318,Vaghela Dinesh,KARANJ,0,Literate,585000.0, 775000,National Maha Sabha Party,"Rs 5,85,000 ~ 5 Lacs+",1,0,0,0
319,Rameshbhai Parshotambhai Baraiya,KARANJ,0,5th Pass,1416500.0, 571734,IND,"Rs 14,16,500 ~ 14 Lacs+",1,0,0,0
320,Pravinbhai Manjibhai Ghoghari,KARANJ,1,12th Pass,22300638.0, 5448166,BJP,"Rs 2,23,00,638 ~ 2 Crore+",1,1,1,0
321,Manoj Sorathiya,KARANJ,1,Others,23474811.0, 6031749,AAP,"Rs 2,34,74,811 ~ 2 Crore+",1,1,1,0
322,Bharti Prakashbhai Patel,KARANJ,3,Graduate,168403315.0, 0,INC,"Rs 16,84,03,315 ~ 16 Crore+",0,0,1,1
323,Bapubhai Nanabhai Khalane,KATARGAM,1,10th Pass,72000.0, 318637,IND,"Rs 72,000 ~ 72 Thou+",1,1,0,0
324,Akbar Liyakat Shahfakir,KATARGAM,0,Illiterate,115000.0, 0,IND,"Rs 1,15,000 ~ 1 Lacs+",1,0,0,0
325,Kalpesh Harjivanbhai Variya,KATARGAM,0,12th Pass,751712.0, 661913,INC,"Rs 7,51,712 ~ 7 Lacs+",1,0,0,0
326,Gopalbhai Gordhanbhai Italia,KATARGAM,19,Graduate,1015079.0, 0,AAP,"Rs 10,15,079 ~ 10 Lacs+",1,1,0,1
327,Rajubhai Lakhabhai Sarakar,KATARGAM,0,Literate,1968200.0, 700000,IND,"Rs 19,68,200 ~ 19 Lacs+",1,0,0,0
328,Amitkumar Bikaram Singh,KATARGAM,0,10th Pass,2082162.0, 1752000,BSP,"Rs 20,82,162 ~ 20 Lacs+",1,0,0,0
329,Amarkumar Sureshbhai Lavne,KATARGAM,0,12th Pass,3970406.0, 1965425,Sarvodaya Bharat Party,"Rs 39,70,406 ~ 39 Lacs+",1,0,0,0
330,Vinodbhai Amarshibhai Moradiya,KATARGAM,0,10th Pass,52194368.0, 6041990,BJP,"Rs 5,21,94,368 ~ 5 Crore+",1,0,1,0
331,Antroliya Dhanabhai Munabhai,KESHOD,0,8th Pass,30000.0, 0,Vyavastha Parivartan Party,"Rs 30,000 ~ 30 Thou+",1,0,0,0
332,Chudasama Ramajibhai Babubhai,KESHOD,1,12th Pass,676000.0, 0,AAP,"Rs 6,76,000 ~ 6 Lacs+",1,1,0,0
333,Alpeshkumar Chandulal Trambadiya,KESHOD,0,Graduate Professional,1443196.0, 76546,IND,"Rs 14,43,196 ~ 14 Lacs+",1,0,0,1
334,Arvindbhai Keshavbhai Ladani,KESHOD,0,10th Pass,23733196.0, 19510910,IND,"Rs 2,37,33,196 ~ 2 Crore+",1,0,1,0
335,Dedaniya Lalitkumar Laljibhai,KESHOD,1,10th Pass,29481000.0, 2161000,IND,"Rs 2,94,81,000 ~ 2 Crore+",1,0,1,0
336,Devabhai Punjabhai Malam,KESHOD,0,Literate,45569640.0, 0,BJP,"Rs 4,55,69,640 ~ 4 Crore+",1,0,1,0
337,Hirabhai Arjanbhai Jotva,KESHOD,2,Graduate,78229777.0, 10467412,INC,"Rs 7,82,29,777 ~ 7 Crore+",1,1,1,1
338,Manjuben Karabhai Pingal,KHAMBHALIA,0,Illiterate,65392.0, 0,IND,"Rs 65,392 ~ 65 Thou+",0,0,0,0
339,Ibrahimbhai Amadbhai Ghavda,KHAMBHALIA,0,Illiterate,125000.0, 0,IND,"Rs 1,25,000 ~ 1 Lacs+",1,0,0,0
340,Bukhari Yakub Mohammad Hushen,KHAMBHALIA,0,8th Pass,152198.0, 0,All India Majlis-E-Ittehadul Muslimeen,"Rs 1,52,198 ~ 1 Lacs+",1,0,0,0
